customerid,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,age,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,statut_def,good_bad_flag
8a858e36590808e3015946ced00e5b34,Savings,3.3661314999999998,6.448118,First Bank,Permanent,34,301998944,8,2017-07-27,2017-07-27,30000,39000,60,,1,Good
8a858e365c16bcef015c16d0f1a50a32,Savings,3.8754919000000001,7.374784,GT Bank,Permanent,41,301985723,3,2017-07-19,2017-07-19,10000,13000,30,,1,Good
8a858e365c16bcef015c17a1772f58bd,Savings,4.5896891999999996,8.4421829000000006,GT Bank,Permanent,42,301989956,2,2017-07-21,2017-07-21,10000,11500,15,8a858fed5a3d7bb7015a3de90f6c297c,0,Bad
8a858e375b347293015b3479e8930819,Savings,7.4855974999999999,8.9986317000000007,Zenith Bank,Permanent,38,301975252,2,2017-07-12,2017-07-12,10000,11500,15,,1,Good
8a858e375b642efc015b660e6d034263,,,,,,,301972370,4,2017-07-11,2017-07-11,15000,18375,30,,1,Bad
8a858e375bcf8394015bd371116d6fba,,,,,,,301958689,3,2017-07-01,2017-07-01,10000,11500,15,8a858f495bcefdb9015bd28dd6a91ae3,0,Bad
8a858e375bcf8394015bd38ef3877bf3,Savings,3.6349619,6.8627737,GT Bank,Permanent,43,302000039,3,2017-07-28,2017-07-28,10000,11500,15,,1,Good
8a858e3957d7ca4e0157dc950b836316,Other,3.2671872,6.5358159999999996,Stanbic IBTC,Self-Employed,39,301985211,10,2017-07-19,2017-07-19,40000,44000,30,,1,Good
8a858e3957d7ca4e0157dd41757b30dd,,,,,,,301985205,3,2017-07-19,2017-07-19,10000,13000,30,,0,Good
8a858e395cb1d4d9015cb1e79d810892,Savings,3.3590922999999999,6.6156848000000004,GT Bank,Permanent,39,301989081,2,2017-07-21,2017-07-21,10000,13000,30,8a858ffd5c8d343d015c9be64cc850f0,0,Good
8a858e395cb1d4d9015cb2115b1d13d7,,,,,,,301964335,2,2017-07-05,2017-07-05,10000,11500,15,8a858eb75c21a2b9015c29ebece12d01,1,Bad
8a858e395cb1d4d9015cb236b4811cbc,,,,,,,301999914,2,2017-07-28,2017-07-28,10000,11500,15,,1,Good
8a858e395cb1d4d9015cb4935f513aae,,,,,,,301997717,2,2017-07-26,2017-07-26,10000,11500,15,,1,Good
8a858e395cb1d4d9015cb6759fe27995,Savings,7.5011584999999998,8.9852322000000004,Diamond Bank,Unemployed,33,301980377,2,2017-07-16,2017-07-16,10000,13000,30,8a858e005ca7abe3015ca840481d219b,1,Good
8a858e395cb1d4d9015cba9fbb6e6e2c,Savings,3.3880267000000002,6.5244783000000002,GT Bank,Permanent,29,301990182,2,2017-07-21,2017-07-21,10000,13000,30,,1,Good
8a858e395cb1d4d9015cbd121e2a20c7,,,,,,,301976673,3,2017-07-13,2017-07-13,10000,12500,30,,0,Bad
8a858e395cb1d4d9015cbf845d616275,Savings,8.7338749999999994,5.9654683000000004,Zenith Bank,Permanent,39,301979884,2,2017-07-16,2017-07-16,10000,13000,30,8a858e135cb22031015cb723f07f66f8,1,Good
8a858e395cb1d4d9015cbf8640086398,,,,,,,301985264,2,2017-07-19,2017-07-19,10000,11500,15,8a858eeb5bb559d3015bb57fa13f10de,1,Good
8a858e395cb1d4d9015cc006b54025a9,Savings,3.3116409999999998,7.1489922000000004,First Bank,Permanent,38,301990870,2,2017-07-22,2017-07-22,10000,13000,30,8a858eda5c8863ff015c8b96e5fd74d0,1,Good
8a858e395cb1d4d9015cc01fc983325b,Savings,3.6608979000000001,6.8351598999999998,First Bank,Permanent,38,301968449,2,2017-07-07,2017-07-07,10000,13000,30,8a858e395cb1d4d9015cbd121e2a20c7,1,Good
8a858e395cb1d4d9015cc0480a8943bd,Savings,3.1823975,6.6520317999999996,GT Bank,Permanent,40,301963147,2,2017-07-04,2017-07-04,10000,11500,15,,1,Good
8a858e395cb1d4d9015cc0f4883c172c,,,,,,,301988938,2,2017-07-21,2017-07-21,10000,13000,30,,0,Bad
8a858e395cb1d4d9015cc4deb919484a,Savings,3.2401178000000002,6.5849905,Access Bank,Permanent,38,301983390,2,2017-07-18,2017-07-18,10000,13000,30,8a858f665c2142a0015c2cf209e20a6f,1,Good
8a858e395ceefc8e015ceefcfdc3005f,Savings,7.3582507000000001,8.9998156999999992,Stanbic IBTC,Permanent,40,302000906,2,2017-07-28,2017-07-28,10000,13000,30,,1,Bad
8a858e3a54e337020154fda980777859,Other,3.3271381,6.4957630000000002,Zenith Bank,Permanent,45,301964363,4,2017-07-05,2017-07-05,20000,24500,30,,0,Good
8a858e3a54e33702015516e3d21a3f08,Other,3.6178069000000002,6.8183734999999999,Diamond Bank,Permanent,36,301982372,11,2017-07-17,2017-07-17,40000,44000,30,,1,Good
8a858e3a54e33702015525824932748f,,,,,,,301990924,6,2017-07-22,2017-07-22,20000,24500,30,,1,Good
8a858e3a54e3370201552642ce7830c8,Other,3.4086943999999999,6.4269995,Heritage Bank,Permanent,47,301971257,2,2017-07-10,2017-07-10,10000,13000,30,,0,Good
8a858e3a5cef882a015cefc0bf3f1fa2,Savings,3.3894468999999998,6.5947509000000002,Diamond Bank,Permanent,41,301975808,2,2017-07-13,2017-07-13,10000,11500,15,8a858ee55cb156e6015cb63f19146515,1,Bad
8a858e3c585373380158541ec9ea2d9c,,,,,,,301974235,3,2017-07-12,2017-07-12,10000,13000,30,,1,Good
8a858e3c5853733801585dadb1334a2e,,,,,,,301978204,3,2017-07-14,2017-07-14,10000,13000,30,,1,Good
8a858e3c585373380158693fa8522fdd,Savings,3.7284354999999998,6.4761952000000003,Diamond Bank,Permanent,47,301999879,16,2017-07-28,2017-07-28,40000,44000,30,,1,Good
8a858e3c5853733801586a30c5c04575,Savings,3.2949932,6.6353847000000004,Diamond Bank,Permanent,29,301967943,9,2017-07-07,2017-07-07,30000,39000,60,,1,Good
8a858e3c5cac9fcc015cacb7b97a0977,,,,,,,301961091,2,2017-07-03,2017-07-03,10000,13000,30,,1,Good
8a858e3c5cac9fcc015cacdb715d1597,Savings,3.8237879000000001,7.3820442000000002,Wema Bank,Permanent,42,301973022,2,2017-07-11,2017-07-11,10000,11500,15,,0,Good
8a858e3c5cac9fcc015cb09fdd925a5a,Savings,3.2877592,7.1772516,Sterling Bank,Permanent,30,301989470,2,2017-07-21,2017-07-21,10000,13000,30,,1,Bad
8a858e3d55ca3ef60155cef965907bdc,Savings,3.4274472999999999,6.4291349000000002,UBA,Permanent,33,301983827,2,2017-07-18,2017-07-18,10000,11500,15,,1,Good
8a858e3d55ca3ef60155d5601ed8381b,Other,3.4444526,6.4228731000000003,GT Bank,Permanent,36,301962774,5,2017-07-04,2017-07-04,20000,24500,30,,1,Good
8a858e3d55ca3ef60155db99ec76153d,Savings,3.3362156999999999,6.4925490000000003,First Bank,Permanent,36,302000146,10,2017-07-28,2017-07-28,30000,34500,30,,0,Bad
8a858e3d570f30bb0157146c32c418b7,Savings,5.6283450000000004,6.4071382999999997,GT Bank,Student,28,301959368,8,2017-07-01,2017-07-01,30000,39000,60,,0,Good
8a858e3d570f30bb0157187594143f8f,,,,,,,301962839,11,2017-07-04,2017-07-04,40000,44000,30,,1,Good
8a858e3d570f30bb01571e88fc45384b,Savings,3.4185430000000001,6.4426519999999998,Access Bank,Self-Employed,38,301965120,7,2017-07-05,2017-07-05,15000,18375,30,,1,Good
8a858e3d5c3b5122015c3fafb49c3399,,,,,,,301964883,2,2017-07-05,2017-07-05,10000,13000,30,8a858f095c3b2c30015c3ee471d433d2,1,Good
8a858e3d5c3b5122015c40325bfd5806,Savings,3.3317516999999999,6.5511483000000004,GT Bank,Permanent,33,301973326,3,2017-07-11,2017-07-11,10000,13000,30,8a858e1556321b940156368d95d74291,1,Good
8a858e3d5c3b5122015c43f776bd4a3a,Savings,3.3472352000000001,6.4568867000000001,First Bank,Permanent,30,301967031,3,2017-07-06,2017-07-06,20000,24500,30,8a858f2c585375f00158688cf76b3db7,1,Good
8a858e3e5922ba4301593831652558a5,Savings,3.3724460999999999,6.6094302000000003,First Bank,Permanent,46,301970786,4,2017-07-10,2017-07-09,10000,13000,30,,0,Good
8a858e3e5965340601596af74f562c45,Savings,3.0831369999999998,6.5011327000000003,GT Bank,Permanent,41,301975979,6,2017-07-13,2017-07-13,20000,22250,15,,1,Good
8a858e3e5b1582df015b16f3bded6865,Savings,7.0736933000000004,6.2252666000000003,First Bank,Permanent,31,301990806,4,2017-07-22,2017-07-22,20000,24500,30,,1,Good
8a858e3e5b3ee747015b3ee854f7012f,Savings,9.3397369000000001,11.6928368,GT Bank,Permanent,43,301976481,4,2017-07-13,2017-07-13,20000,22250,15,,1,Good
8a858e3e5b3ee747015b3f0409012b7f,Savings,6.7853729999999999,6.1538848000000002,Fidelity Bank,Permanent,37,301963059,5,2017-07-04,2017-07-04,30000,39000,60,,1,Good
8a858e3e5b3ee747015b3f0a08cb34f8,Savings,4.2392631999999999,8.1362462000000004,Diamond Bank,Permanent,46,301963001,7,2017-07-04,2017-07-04,30000,34500,30,,1,Good
8a858e3e5b3ee747015b3f5c97746a87,Savings,5.1688517000000003,7.1977567000000002,Diamond Bank,Permanent,38,301964918,3,2017-07-05,2017-07-05,10000,13000,30,,0,Bad
8a858e3e5b3ee747015b3fd9dd5a1bd5,,,,,,,301972485,2,2017-07-11,2017-07-11,10000,13000,30,,1,Good
8a858e3f5b6182ee015b61bb07ac273d,Savings,3.3823750000000001,6.5273599999999998,First Bank,Permanent,30,301973721,6,2017-07-11,2017-07-11,20000,24500,30,,1,Good
8a858e405c7d6d65015c7da263c017a1,,,,,,,301964595,2,2017-07-05,2017-07-05,10000,13000,30,,1,Good
8a858e41579fc64b0157a8140dfb465e,Other,5.7268558000000001,5.5421424000000004,Diamond Bank,Self-Employed,49,301966351,15,2017-07-06,2017-07-06,50000,52500,30,,1,Good
8a858e4157e2d76b0157e9326ba54ec9,Savings,7.5330129000000001,6.4237880000000001,Diamond Bank,Self-Employed,35,301961073,6,2017-07-03,2017-07-03,30000,39000,60,,1,Good
8a858e4157e2d76b0157ed77f17c017b,Other,3.2901026999999998,6.4514110999999996,UBA,Self-Employed,31,301988554,3,2017-07-21,2017-07-20,10000,13000,30,,0,Good
8a858e415c20f3f8015c2107ff010c56,Savings,7.4788794999999997,9.0130303000000005,Diamond Bank,Permanent,29,301965039,3,2017-07-05,2017-07-05,10000,13000,30,,1,Good
8a858e425d5c1d76015d5fd6a1004453,,,,,,,302003687,2,2017-07-30,2017-07-30,10000,11500,15,,1,Good
8a858e4357be1daf0157bebb3c4c6fa3,,,,,,,301958812,9,2017-07-01,2017-07-01,20000,23000,30,,1,Good
8a858e4357be1daf0157c96f4c915ef0,Savings,5.2263267000000004,7.5962717,Diamond Bank,Permanent,41,302001005,2,2017-07-28,2017-07-28,10000,11500,15,,,Good
8a858e4357be1daf0157d3f044ce2aaf,Savings,7.4969482999999997,9.0309833000000008,GT Bank,Permanent,37,301982490,4,2017-07-17,2017-07-17,10000,13000,30,,1,Good
8a858e435bedeb4f015bee72a6153764,Savings,7.0642505,6.2236507999999997,Diamond Bank,Permanent,28,301976850,2,2017-07-14,2017-07-13,10000,13000,30,,0,Bad
8a858e4456ced8470156d1fdea681a74,Savings,5.2545693,13.0120103,GT Bank,Permanent,37,301985666,2,2017-07-19,2017-07-19,10000,11500,15,,1,Good
8a858e4456ced8470156d73452f85335,Other,3.8221443000000002,7.4213331,Access Bank,Permanent,39,301966344,23,2017-07-06,2017-07-06,60000,62700,30,,1,Good
8a858e4456ced8470156dc8f1f4038d3,Other,3.3022556000000001,6.6368650000000002,UBA,Permanent,45,301995555,11,2017-07-25,2017-07-25,40000,44000,30,,1,Good
8a858e44573d4b37015750d2bd534777,,,,,,,301976639,8,2017-07-13,2017-07-13,30000,34500,30,,1,Good
8a858e445add19b4015addc433723178,Savings,3.3232993999999998,6.6277010000000001,GT Bank,Permanent,44,301965422,7,2017-07-05,2017-07-05,30000,39000,60,,1,Good
8a858e445ca25ee3015ca2d9d82b2276,,,,,,,301959955,2,2017-07-02,2017-07-02,10000,13000,30,,1,Good
8a858e445ca25ee3015ca3a198a83db7,Savings,5.7977119000000004,5.5001107999999999,First Bank,Permanent,36,301987116,2,2017-07-20,2017-07-20,10000,13000,30,,1,Good
8a858e445ca25ee3015ca6e3d4531f02,Savings,3.3264478,6.4423614000000002,GT Bank,Permanent,42,301981968,2,2017-07-17,2017-07-17,10000,13000,30,8a858e675c3fe0a1015c549c328835a8,1,Bad
8a858e445cd56553015cd93e66b47d16,,,,,,,302001081,2,2017-07-28,2017-07-28,10000,13000,30,,1,Bad
8a858e445cd56553015cd9811fb40911,Savings,8.5586082999999995,7.7251102999999999,Fidelity Bank,Student,27,301993292,2,2017-07-24,2017-07-24,10000,13000,30,,1,Good
8a858e445cd56553015cdf10636203ff,Savings,3.3285217,6.6633950000000004,UBA,Permanent,31,301994263,2,2017-07-24,2017-07-24,10000,11500,15,,1,Good
8a858e445cd56553015ce34cef646cf3,,,,,,,301999296,2,2017-07-27,2017-07-27,10000,11500,15,,1,Good
8a858e445cd56553015ce5feaf637ede,,,,,,,301987152,2,2017-07-20,2017-07-20,10000,11500,15,8a858ec7577545eb0157758e344615b5,1,Good
8a858e445cd56553015ce8f61189079c,Savings,3.2443778000000001,6.4665283000000002,FCMB,Permanent,43,302001836,2,2017-07-29,2017-07-29,10000,13000,30,,1,Good
8a858e445cd56553015ce90cc9241ba4,Savings,3.3853502,6.5508066999999999,GT Bank,Student,28,301968452,2,2017-07-07,2017-07-07,10000,13000,30,,1,Good
8a858e445d31e47a015d3213da101e6e,,,,,,,302001608,2,2017-07-29,2017-07-29,10000,11500,15,,1,Good
8a858e455c1bf763015c1c05a746088b,Savings,3.323272572260028,6.6578422712916572,GT Bank,Permanent,35,301959889,3,2017-07-02,2017-07-02,10000,13000,30,,1,Good
8a858e455c1bf763015c1c4eab062420,Savings,5.7529013000000004,8.7182104000000002,First Bank,Permanent,34,301967549,3,2017-07-07,2017-07-07,10000,13000,30,8a858f2c585375f00158678b108144f8,1,Good
8a858e455c1bf763015c1e4b3fcd7b98,Savings,3.2616982999999999,6.5077577,UBA,Permanent,43,301963512,3,2017-07-04,2017-07-04,10000,13000,30,,1,Good
8a858e475c127bce015c1537254d54f8,Savings,3.6348150000000001,6.8518033000000003,Access Bank,Permanent,40,301999391,4,2017-07-27,2017-07-27,20000,24500,30,,1,Good
8a858e475c127bce015c15e434622bde,,,,,,,301975900,3,2017-07-13,2017-07-13,10000,13000,30,8a858edb5bd936e4015bdf8a95d7656a,0,Bad
8a858e475c127bce015c16382ae853cb,,,,,,,301959858,3,2017-07-02,2017-07-02,10000,13000,30,8a858f8f5bfd3cfa015c0bff67f55d4b,1,Good
8a858e475c127bce015c1a358a222097,,,,,,,301977239,3,2017-07-14,2017-07-14,10000,13000,30,,0,Bad
8a858e475c1c2ea7015c1c4de7bd09f0,Savings,3.3167015000000002,6.6139023999999997,UBA,Permanent,39,301982507,3,2017-07-17,2017-07-17,10000,11500,15,8a858fc55b2548dd015b286e452c678c,1,Good
8a858e475c1c2ea7015c1c66467d14ca,,,,,,,301994821,2,2017-07-25,2017-07-25,10000,13000,30,,0,Bad
8a858e475c1c2ea7015c1cedf8cd2eac,,,,,,,301973355,3,2017-07-11,2017-07-11,10000,13000,30,,1,Good
8a858e475c1c2ea7015c20659af8484a,Savings,5.6223032000000002,6.2826795999999998,First Bank,Permanent,45,301977471,4,2017-07-14,2017-07-14,20000,24500,30,8a858fc75b90e6b5015b9c1cebad3e18,1,Good
8a858e4854d4be9d0154e1713f106e06,,,,,,,301975126,6,2017-07-12,2017-07-12,10000,13000,30,,0,Bad
8a858e485cc0eed3015cc51b36f261d2,,,,,,,301982537,2,2017-07-17,2017-07-17,10000,13000,30,8a858f1b5b9136f7015b9f66e5c5327c,1,Good
8a858e495bf8527e015bf879fcbd1ba0,,,,,,,302000258,2,2017-07-28,2017-07-28,10000,13000,30,,1,Good
8a858e495bf8527e015bf8cea92737d4,Savings,3.4367713000000002,6.4471613000000003,GT Bank,Permanent,38,301959602,2,2017-07-02,2017-07-02,10000,13000,30,,1,Bad
8a858e495bf8527e015bf8e8db823e98,Savings,5.7637232999999997,7.5327668000000001,EcoBank,Permanent,39,301979923,3,2017-07-16,2017-07-16,20000,24500,30,,1,Good
8a858e495bf8527e015bf937253b50ff,,,,,,,301998434,4,2017-07-27,2017-07-27,20000,24500,30,,1,Good
8a858e495bf8527e015bf9ec3e176b75,,,,,,,301993115,4,2017-07-24,2017-07-24,10000,13000,30,,0,Good
8a858e495bf8527e015bfc8aea892236,,,,,,,301981139,3,2017-07-17,2017-07-17,10000,13000,30,,1,Good
8a858e495cef1ef1015cf07cc48170e6,Savings,3.3831772,6.5277564999999997,Zenith Bank,Unemployed,38,302003508,2,2017-07-30,2017-07-30,10000,13000,30,8a858e725c360240015c372f0894441b,0,Good
8a858e495cef1ef1015cf16757660080,Savings,3.5563633000000001,6.4648617000000002,GT Bank,Permanent,36,301977913,2,2017-07-14,2017-07-14,10000,11500,15,,1,Good
8a858e495cef1ef1015cf2969cc12781,Savings,4.6035341000000001,8.4834271000000001,First Bank,Permanent,34,301978191,2,2017-07-14,2017-07-14,10000,11500,15,,1,Good
8a858e495cef1ef1015cf32d015f6e3e,,,,,,,302001296,2,2017-07-28,2017-07-28,10000,11500,15,,1,Good
8a858e495cef1ef1015cf33d14dd7935,Savings,7.3238097,9.1424704999999999,GT Bank,Permanent,36,301998293,2,2017-07-27,2017-07-27,10000,12500,30,8a858f305cb1ec4e015cc41c66eb41b8,1,Bad
8a858e495cef1ef1015cf3a804e535d7,Savings,8.8917582999999993,9.9003967999999993,Diamond Bank,Permanent,39,301977560,2,2017-07-14,2017-07-14,10000,11500,15,,1,Good
8a858e495d1e235c015d2165e0c54533,Savings,6.2344420999999999,7.5522745000000002,UBA,Permanent,32,301998825,2,2017-07-27,2017-07-27,10000,11500,15,,1,Good
8a858e495d1e235c015d2218c8ef60b2,Savings,7.4886650000000001,9.0273400000000006,UBA,Permanent,33,301988133,2,2017-07-20,2017-07-20,10000,11500,15,,1,Good
8a858e495d1e235c015d22b45ae26f6c,,,,,,,301978127,2,2017-07-14,2017-07-14,10000,11500,15,,1,Bad
8a858e495d1e235c015d2bcddad44cd9,,,,,,,301991759,2,2017-07-23,2017-07-23,10000,11500,15,8a858f915cf8c38b015cf900f2312851,1,Good
8a858e4a5cac6f81015cad78a648389f,,,,,,,301988316,2,2017-07-20,2017-07-20,10000,13000,30,8a858f645cac1a7e015cac2a1a5911f4,1,Good
8a858e4b5a7f868b015a80f3822d505b,Savings,3.3920645,6.5083682999999999,GT Bank,Permanent,35,301995976,6,2017-07-25,2017-07-25,20000,24000,30,,1,Good
8a858e4b5a94ae68015a99e158082f22,Savings,5.2000837000000004,7.2375483999999997,EcoBank,Permanent,47,302000378,8,2017-07-28,2017-07-28,20000,24500,30,,1,Bad
8a858e4b5a94ae68015a9ed1b2e56376,Savings,3.2789685,6.5507948999999996,First Bank,Permanent,37,302000320,8,2017-07-28,2017-07-28,30000,34500,30,,1,Good
8a858e4b5a94ae68015aa0a805c10a1a,Savings,8.5647351999999994,11.9775901,GT Bank,Permanent,39,301990990,6,2017-07-22,2017-07-22,10000,11500,15,,0,Good
8a858e4b5c831f02015c839d82442fc7,Savings,3.3214220000000001,7.1299539000000003,Access Bank,Permanent,35,301964354,2,2017-07-05,2017-07-05,10000,13000,30,8a858f9d5668e3f10156767e9a0f0188,1,Good
8a858e4b5cb1e4d7015cbb9cbacf67e3,Savings,7.3660052,9.1460831000000002,Access Bank,Permanent,38,301997188,2,2017-07-26,2017-07-26,10000,13000,30,8a858ee55cb156e6015cb6a5d8407bd1,1,Good
8a858e4b5cb1e4d7015cbbde80436cf1,Savings,7.9117961000000001,5.0372535000000003,EcoBank,Permanent,40,302000107,2,2017-07-28,2017-07-28,10000,13000,30,,1,Good
8a858e4b5cb1e4d7015cbc7f1e3e7b96,,,,,,,301969308,2,2017-07-08,2017-07-08,10000,11500,15,,1,Bad
8a858e4b5cb1e4d7015cbf51622434f2,,,,,,,301978168,2,2017-07-14,2017-07-14,10000,13000,30,,1,Bad
8a858e4b5cb1e4d7015cc1690bb93c0a,,,,,,,301996087,2,2017-07-25,2017-07-25,10000,13000,30,,0,Good
8a858e4b5cb1e4d7015cc28ac0be5d73,,,,,,,301979132,2,2017-07-15,2017-07-15,10000,13000,30,,1,Good
8a858e4b5cb1e4d7015cc489987520bf,Savings,3.2940814,6.6315824000000001,Diamond Bank,Permanent,41,301990428,2,2017-07-22,2017-07-22,10000,13000,30,,1,Good
8a858e4c5a715421015a7abbfbbd786f,Savings,3.3233103000000002,6.4636934999999998,GT Bank,Permanent,43,301977561,6,2017-07-14,2017-07-14,10000,11500,15,,0,Good
8a858e4e5b33db76015b33ebabde13b5,Savings,5.1971885000000002,7.2084440000000001,UBA,Permanent,36,301974761,4,2017-07-12,2017-07-12,10000,13000,30,,0,Good
8a858e4e5b33db76015b33f2e41c1a9c,Savings,7.2668030000000003,5.5161927999999998,First Bank,Permanent,37,302000523,8,2017-07-28,2017-07-28,30000,34500,30,,1,Good
8a858e4e5b66d372015b66db5e88070c,,,,,,,301970140,3,2017-07-09,2017-07-09,10000,11500,15,,0,Bad
8a858e4e5c3502ab015c35362d7c1016,,,,,,,301970504,2,2017-07-09,2017-07-09,10000,11500,15,8a858eb75c21a2b9015c2a3cd3363330,1,Good
8a858e4f58b9f0b40158b9f4ff09011e,Savings,3.3874868999999999,6.4600274999999998,Diamond Bank,Permanent,36,301974631,9,2017-07-12,2017-07-12,30000,34500,30,,1,Good
8a858e4f58b9f0b40158c027a53e65a8,Savings,3.8735138,7.3447281999999996,Access Bank,Permanent,39,301997209,9,2017-07-26,2017-07-26,20000,21500,15,,0,Good
8a858e4f58b9f0b40158c11270fc019f,Savings,6.7378895999999999,6.1938304999999998,Diamond Bank,Permanent,53,301998541,6,2017-07-27,2017-07-27,20000,24500,30,,1,Good
8a858e4f58b9f0b40158d31e17fc2a7e,,,,,,,301966227,10,2017-07-06,2017-07-06,30000,34500,30,,0,Good
8a858e4f5929c3df01592ae551cb10f2,Savings,7.9326872000000002,5.0349671000000003,Access Bank,Permanent,42,301984426,6,2017-07-18,2017-07-18,20000,24500,30,,1,Bad
8a858e4f5929c3df0159420645f46f55,Savings,3.3119814999999999,6.6346052000000002,Stanbic IBTC,Permanent,36,301963886,7,2017-07-04,2017-07-04,30000,39000,60,,1,Good
8a858e4f5929c3df01595086e6cd773f,,,,,,,301963420,2,2017-07-04,2017-07-04,10000,13000,30,,0,Good
8a858e4f5b809b52015b80ed27b4244f,,,,,,,301976071,7,2017-07-13,2017-07-13,25000,28750,30,,1,Good
8a858e505ad27570015ad3a536d46c46,,,,,,,301966138,3,2017-07-06,2017-07-06,10000,13000,30,,1,Good
8a858e505baa530d015baa644c9b0d58,Savings,4.5583106000000004,7.7868766999999997,GT Bank,Permanent,35,301990698,2,2017-07-22,2017-07-22,10000,11500,15,8a858f085b905684015b9078144f1fcc,1,Good
8a858e51584a1fc701584a20d4560048,Other,8.8933219999999995,9.8398085000000002,EcoBank,Permanent,39,301962614,9,2017-07-04,2017-07-04,30000,34500,30,,1,Good
8a858e51584a1fc701584a2d9653035b,Savings,3.5837271999999998,6.5892968999999999,UBA,Permanent,42,301978925,2,2017-07-15,2017-07-15,10000,11000,15,,1,Good
8a858e51584a1fc701584f9840341f42,Other,3.3436995999999999,6.5985671999999997,Zenith Bank,Permanent,39,301971037,7,2017-07-10,2017-07-10,20000,24500,30,,1,Good
8a858e51584a1fc70158595f611e49e6,,,,,,,301979433,8,2017-07-15,2017-07-15,30000,39000,60,,1,Good
8a858e51584a1fc701585e968aea6a4f,Savings,3.3762124999999998,6.6161709999999996,GT Bank,Permanent,40,301971841,8,2017-07-10,2017-07-10,30000,39000,60,,1,Good
8a858e515bf280aa015bf2ca521e26a3,,,,,,,301965520,2,2017-07-05,2017-07-05,10000,13000,30,,1,Good
8a858e5254ccb8c00154ccf3e9e5092e,Other,3.9051543999999998,7.3278676000000003,Union Bank,Permanent,33,301966052,4,2017-07-06,2017-07-06,30000,34500,30,,0,Good
8a858e525cac859d015cacebddac2d5c,Savings,6.6995937999999997,6.2204357000000003,Access Bank,Permanent,30,301997417,2,2017-07-26,2017-07-26,10000,13000,30,,1,Good
8a858e525cac859d015cb01e91ec2236,Savings,3.2814697000000002,6.5568213000000002,First Bank,Permanent,38,301983462,2,2017-07-18,2017-07-18,10000,11500,15,,1,Good
8a858e5357c8273b0157cf6403254f68,,,,,,,301976038,9,2017-07-13,2017-07-13,30000,34500,30,,1,Bad
8a858e5357d823010157d845e8f71dcd,Other,3.2975096000000002,6.7024312999999998,Access Bank,Self-Employed,37,301973524,7,2017-07-11,2017-07-11,10000,11500,15,,0,Good
8a858e5357d823010157d932443d28a3,Other,3.3526543000000002,6.4562090000000003,First Bank,Self-Employed,43,301983540,13,2017-07-18,2017-07-18,40000,44000,30,,1,Good
8a858e5357d823010157ddcb238e0d02,Other,7.4501587999999996,9.0361702899999994,Sterling Bank,Permanent,32,301972423,4,2017-07-11,2017-07-11,10000,13000,30,,0,Bad
8a858e535bab293b015babc929a521d1,Savings,3.3704933000000001,6.5318883999999997,Zenith Bank,Permanent,35,301971026,2,2017-07-10,2017-07-10,10000,13000,30,8a858f4e5ba5e8d3015ba99033a10cd3,1,Good
8a858e535bab293b015bae68dbc4622d,Savings,6.2859860000000003,4.9227942999999996,UBA,Permanent,33,301983715,4,2017-07-18,2017-07-18,10000,11125,15,,1,Good
8a858e535bab293b015baedbcabf1287,,,,,,,301977465,4,2017-07-14,2017-07-14,10000,11500,15,,0,Good
8a858e535bab293b015bb3adfe690ad4,,,,,,,302003324,4,2017-07-30,2017-07-30,10000,11500,15,,0,Good
8a858e54577679a90157778168922c23,Other,3.3817655000000002,6.6070859000000004,Zenith Bank,Permanent,38,302001099,3,2017-07-28,2017-07-28,10000,13000,30,,0,Bad
8a858e545cf8f7eb015cf918d0ed129a,Savings,3.3918442,6.4519640000000003,Access Bank,Permanent,37,301994913,2,2017-07-25,2017-07-25,10000,11500,15,,1,Good
8a858e5555780ea001557951c3dc6af3,Savings,3.4124876999999998,6.4296851000000004,Stanbic IBTC,Permanent,29,301997042,6,2017-07-26,2017-07-26,10000,13000,30,,0,Bad
8a858e5555780ea001557c358eac1a2c,,,,,,,301963465,8,2017-07-04,2017-07-04,25000,28750,30,,1,Bad
8a858e5555780ea001557c46f2c91d97,Savings,7.5160942999999998,9.0877359999999996,Zenith Bank,Permanent,42,302000402,3,2017-07-28,2017-07-28,10000,13000,30,,1,Good
8a858e5555780ea001557e4e09383b96,,,,,,,301988757,8,2017-07-21,2017-07-21,30000,34500,30,,1,Good
8a858e5555780ea001557e7212a741c5,Other,4.0248467999999997,7.3798335000000002,Stanbic IBTC,Student,29,301999505,13,2017-07-27,2017-07-27,50000,57500,90,,0,Good
8a858e5555780ea00155876191b967d5,Other,3.3551077999999999,6.6083129999999999,Zenith Bank,Permanent,33,302003522,2,2017-07-30,2017-07-30,10000,13000,30,,1,Good
8a858e555b85f9a2015b8606945a0a8b,Savings,5.2304196000000003,13.0462282,First Bank,Permanent,42,302000001,6,2017-07-28,2017-07-28,20000,22250,15,,0,Bad
8a858e575bf80f73015bf94be93b55ce,,,,,,,301989142,3,2017-07-21,2017-07-21,10000,13000,30,,1,Good
8a858e575bf80f73015bfbc59df93401,,,,,,,301967317,3,2017-07-07,2017-07-07,10000,13000,30,8a858fad5bf85d5e015bf8efc79e33dd,1,Good
